Positions of every atom, in reduced units, for every time step
2.48, -2.49, 2.46
2.44, 0.07, 4.93
4.87, -2.44, 4.93
4.90, 0.01, 2.50
-7.40, 2.52, 2.50
-7.40, 4.90, 4.93
-4.87, 2.41, 4.92
-4.92, 4.89, 2.40
-2.51, 2.38, 2.50
-2.46, 4.89, 4.90
-0.00, 2.47, 4.98
0.03, 4.91, 2.45
2.45, 2.41, 2.50
2.45, 4.89, 4.91
4.90, 2.47, 4.93
4.97, 5.01, 2.44
 
-7.45, -7.39, -7.40
-7.43, -4.82, -4.90
-4.89, -7.40, -4.86
-4.98, -4.86, -7.35
-2.47, -7.41, -7.37
-2.44, -4.95, -4.95
0.03, -7.42, -4.93
-0.07, -4.88, -7.42
2.51, -7.38, -7.44
2.48, -4.91, -4.96
4.86, -7.44, -4.87
4.89, -4.98, -7.41
-7.45, -2.44, -7.41
-7.39, -0.01, -4.95
-4.94, -2.46, -4.91
-4.88, 0.01, -7.35
-2.39, -2.42, -7.42
-2.44, -0.01, -4.90
0.01, -2.47, -4.87
-0.01, -0.01, -7.42
2.46, -2.52, -7.42
2.51, -0.04, -4.94
4.98, -2.47, -4.92
4.90, 0.01, -7.39
-7.39, 2.44, -7.37
-7.33, 4.87, -4.95
-4.85, 2.43, -4.93
-4.92, 4.97, -7.43
-2.51, 2.45, -7.42
-2.48, 4.99, -4.84
0.03, 2.43, -4.92
0.03, 4.90, -7.39
2.49, 2.51, -7.38
2.39, 4.88, -4.94
4.95, 2.50, -4.92
4.96, 4.95, -7.38
-7.41, -7.38, -2.45
-7.34, -4.91, -0.00
-4.92, -7.47, -0.02
-4.90, -4.86, -2.47
-2.51, -7.42, -2.53
-2.40, -4.88, -0.04
0.06, -7.38, -0.02
-0.01, -4.95, -2.49
2.47, -7.37, -2.45
2.39, -4.88, -0.01
4.89, -7.33, 0.01
5.01, -4.97, -2.46
-7.43, -2.41, -2.46
-7.40, -0.00, 0.03
-4.90, -2.44, -0.00
-4.88, 0.08, -2.46
-2.48, -2.53, -2.39
-2.51, 0.01, 0.00
-0.00, -2.46, -0.02
0.02, 0.00, -2.51
2.46, -2.40, -2.40
2.44, -0.00, 0.02
4.98, -2.41, -0.02
4.89, 0.07, -2.52
-7.44, 2.47, -2.49
-7.40, 4.92, -0.01
-4.92, 2.46, 0.03
-4.90, 4.90, -2.44
-2.52, 2.51, -2.53
-2.46, 4.99, 0.03
-0.03, 2.42, -0.05
-0.05, 4.88, -2.35
2.46, 2.36, -2.44
2.54, 4.99, 0.02
4.96, 2.48, -0.03
4.92, 4.90, -2.50
-7.40, -7.41, 2.48
-7.36, -4.94, 4.91
-4.93, -7.46, 4.90
-4.94, -4.89, 2.47
-2.46, -7.35, 2.45
-2.48, -4.91, 4.97
0.01, -7.45, 4.99
0.04, -4.94, 2.49
2.48, -7.41, 2.45
2.40, -4.93, 4.93
4.96, -7.38, 4.89
4.91, -4.93, 2.44
-7.38, -2.48, 2.48
-7.37, -0.03, 4.99
-4.92, -2.47, 4.91
-4.94, 0.01, 2.44
-2.49, -2.41, 2.44
-2.50, -0.02, 4.92
0.05, -2.48, 4.89
-0.03, -0.05, 2.39
2.49, -2.50, 2.46
2.44, 0.08, 4.93
4.87, -2.44, 4.93
4.89, 0.01, 2.50
-7.40, 2.53, 2.51
-7.40, 4.89, 4.93
-4.86, 2.40, 4.92
-4.92, 4.88, 2.39
-2.52, 2.37, 2.51
-2.46, 4.88, 4.90
-0.00, 2.48, 4.98
0.03, 4.91, 2.45
2.45, 2.40, 2.51
2.45, 4.88, 4.91
4.90, 2.47, 4.93
4.97, 5.02, 2.44
 
-7.46, -7.39, -7.40
-7.44, -4.81, -4.90
-4.89, -7.41, -4.86
-4.98, -4.85, -7.35
-2.48, -7.41, -7.37
-2.44, -4.95, -4.95
0.03, -7.43, -4.93
-0.08, -4.88, -7.42
2.51, -7.38, -7.44
2.48, -4.91, -4.96
4.85, -7.45, -4.87
4.88, -4.98, -7.42
-7.46, -2.44, -7.41
-7.39, -0.01, -4.95
-4.94, -2.46, -4.91
-4.87, 0.01, -7.34
-2.39, -2.42, -7.43
-2.44, -0.01, -4.90
0.01, -2.47, -4.86
-0.02, -0.01, -7.42
2.46, -2.52, -7.43
2.52, -0.04, -4.94
4.99, -2.47, -4.92
4.90, 0.01, -7.39
-7.39, 2.43, -7.36
-7.32, 4.86, -4.96
-4.85, 2.42, -4.93
-4.92, 4.97, -7.43
-2.51, 2.45, -7.42
-2.49, 5.00, -4.83
0.03, 2.43, -4.92
0.03, 4.90, -7.39
2.49, 2.51, -7.38
2.39, 4.87, -4.94
4.96, 2.50, -4.91
4.96, 4.96, -7.37
-7.41, -7.37, -2.44
-7.33, -4.91, -0.00
-4.92, -7.48, -0.02
-4.89, -4.86, -2.47
-2.51, -7.42, -2.54
-2.40, -4.87, -0.05
0.06, -7.37, -0.02
-0.01, -4.96, -2.50
2.47, -7.37, -2.45
2.38, -4.88, -0.02
4.88, -7.32, 0.01
5.01, -4.97, -2.46
-7.43, -2.40, -2.45
-7.41, -0.00, 0.04
-4.89, -2.44, -0.00
-4.88, 0.08, -2.46
-2.48, -2.54, -2.38
-2.52, 0.01, 0.00
-0.00, -2.46, -0.02
0.02, 0.00, -2.51
2.46, -2.40, -2.39
2.44, -0.00, 0.02
4.99, -2.41, -0.03
4.89, 0.08, -2.52
-7.45, 2.48, -2.50
-7.40, 4.92, -0.01
-4.92, 2.46, 0.03
-4.89, 4.89, -2.43
-2.53, 2.52, -2.54
-2.46, 5.00, 0.03
-0.03, 2.41, -0.05
-0.05, 4.88, -2.34
2.46, 2.35, -2.44
2.54, 5.00, 0.02
4.96, 2.48, -0.03
4.92, 4.90, -2.50
-7.40, -7.41, 2.48
-7.35, -4.94, 4.91
-4.93, -7.47, 4.90
-4.95, -4.89, 2.47
-2.46, -7.35, 2.45
-2.48, -4.90, 4.98
0.01, -7.46, 5.00
0.05, -4.94, 2.49
2.48, -7.42, 2.44
2.39, -4.93, 4.94
4.96, -7.38, 4.89
4.91, -4.93, 2.43
-7.37, -2.48, 2.48
-7.37, -0.03, 5.00
-4.91, -2.47, 4.90
-4.95, 0.02, 2.44
-2.49, -2.41, 2.43
-2.51, -0.02, 4.92
0.06, -2.48, 4.89
-0.03, -0.05, 2.39
2.49, -2.50, 2.47
2.44, 0.09, 4.93
4.86, -2.44, 4.93
4.89, 0.02, 2.51
-7.40, 2.54, 2.51
-7.40, 4.89, 4.93
-4.86, 2.39, 4.92
-4.92, 4.88, 2.38
-2.52, 2.36, 2.51
-2.46, 4.88, 4.90
-0.00, 2.48, 4.99
0.03, 4.91, 2.45
2.44, 2.40, 2.52
2.45, 4.88, 4.91
4.89, 2.47, 4.94
4.98, 5.03, 2.43
 
-7.46, -7.39, -7.40
-7.44, -4.80, -4.90
-4.88, -7.41, -4.85
-4.99, -4.85, -7.35
-2.48, -7.41, -7.37
-2.43, -4.95, -4.95
0.03, -7.43, -4.93
-0.09, -4.87, -7.43
2.52, -7.38, -7.45
2.48, -4.91, -4.97
4.84, -7.46, -4.86
4.88, -4.99, -7.42
-7.47, -2.43, -7.41
-7.39, -0.01, -4.95
-4.94, -2.46, -4.91
-4.87, 0.01, -7.34
-2.38, -2.41, -7.43
-2.44, -0.01, -4.90
0.02, -2.47, -4.86
-0.02, -0.01, -7.43
2.46, -2.53, -7.43
2.52, -0.05, -4.94
4.99, -2.47, -4.91
4.90, 0.01, -7.39
-7.39, 2.43, -7.36
-7.32, 4.86, -4.96
-4.84, 2.42, -4.93
-4.92, 4.98, -7.44
-2.52, 2.44, -7.43
-2.49, 5.00, -4.82
0.04, 2.43, -4.92
0.03, 4.90, -7.39
2.49, 2.52, -7.38
2.38, 4.86, -4.95
4.96, 2.50, -4.91
4.97, 4.96, -7.37
-7.42, -7.37, -2.44
-7.33, -4.90, -0.01
-4.92, -7.48, -0.03
-4.89, -4.85, -2.47
-2.52, -7.43, -2.54
-2.39, -4.86, -0.05
0.07, -7.37, -0.02
-0.01, -4.96, -2.50
2.48, -7.36, -2.45
2.38, -4.87, -0.02
4.88, -7.31, 0.01
5.02, -4.98, -2.46
-7.44, -2.39, -2.45
-7.41, -0.00, 0.04
-4.89, -2.44, -0.00
-4.88, 0.09, -2.46
-2.48, -2.54, -2.37
-2.52, 0.01, 0.00
-0.00, -2.46, -0.02
0.02, 0.00, -2.51
2.46, -2.39, -2.38
2.44, -0.00, 0.02
5.00, -2.40, -0.03
4.88, 0.09, -2.53
-7.45, 2.48, -2.50
-7.40, 4.92, -0.01
-4.92, 2.46, 0.04
-4.89, 4.89, -2.43
-2.53, 2.52, -2.55
-2.46, 5.00, 0.04
-0.03, 2.41, -0.06
-0.06, 4.87, -2.33
2.46, 2.34, -2.43
2.55, 5.01, 0.03
4.97, 2.49, -0.03
4.92, 4.89, -2.51
-7.40, -7.42, 2.49
-7.35, -4.94, 4.91
-4.93, -7.47, 4.89
-4.95, -4.88, 2.47
-2.46, -7.34, 2.45
-2.49, -4.90, 4.98
0.01, -7.47, 5.00
0.05, -4.94, 2.50
2.48, -7.42, 2.44
2.39, -4.93, 4.94
4.96, -7.38, 4.89
4.91, -4.93, 2.43
-7.37, -2.48, 2.48
-7.36, -0.03, 5.00
-4.91, -2.47, 4.90
-4.95, 0.02, 2.44
-2.49, -2.40, 2.43
-2.51, -0.02, 4.92
0.06, -2.48, 4.88
-0.04, -0.06, 2.38
2.49, -2.50, 2.47
2.44, 0.09, 4.93
4.85, -2.43, 4.93
4.89, 0.02, 2.51
-7.40, 2.55, 2.52
-7.40, 4.89, 4.93
-4.85, 2.39, 4.92
-4.92, 4.87, 2.37
-2.53, 2.35, 2.52
-2.47, 4.87, 4.89
-0.00, 2.48, 5.00
0.04, 4.91, 2.45
2.44, 2.39, 2.52
2.45, 4.87, 4.91
4.89, 2.47, 4.94
4.98, 5.04, 2.43
 
-7.47, -7.39, -7.40
-7.45, -4.79, -4.89
-4.88, -7.41, -4.84
-4.99, -4.84, -7.34
-2.48, -7.42, -7.37
-2.43, -4.95, -4.95
0.04, -7.44, -4.93
-0.09, -4.87, -7.43
2.52, -7.38, -7.45
2.48, -4.90, -4.97
4.83, -7.46, -4.85
4.88, -5.00, -7.42
-7.47, -2.43, -7.41
-7.39, -0.02, -4.95
-4.94, -2.46, -4.91
-4.86, 0.02, -7.33
-2.37, -2.41, -7.44
-2.44, -0.01, -4.90
0.02, -2.47, -4.85
-0.02, -0.01, -7.43
2.46, -2.54, -7.43
2.53, -0.05, -4.94
5.00, -2.47, -4.91
4.90, 0.01, -7.39
-7.39, 2.43, -7.36
-7.31, 4.85, -4.96
-4.83, 2.42, -4.93
-4.92, 4.98, -7.44
-2.53, 2.44, -7.43
-2.49, 5.01, -4.81
0.04, 2.42, -4.92
0.03, 4.90, -7.39
2.50, 2.52, -7.38
2.37, 4.86, -4.95
4.96, 2.51, -4.91
4.97, 4.96, -7.37
-7.42, -7.37, -2.44
-7.32, -4.90, -0.01
-4.92, -7.49, -0.03
-4.89, -4.84, -2.47
-2.52, -7.43, -2.55
-2.38, -4.86, -0.06
0.08, -7.37, -0.02
-0.01, -4.96, -2.50
2.48, -7.36, -2.45
2.37, -4.87, -0.02
4.87, -7.30, 0.01
5.03, -4.98, -2.46
-7.44, -2.39, -2.45
-7.41, -0.00, 0.04
-4.89, -2.44, -0.00
-4.87, 0.10, -2.46
-2.48, -2.55, -2.36
-2.53, 0.01, 0.00
-0.00, -2.46, -0.02
0.02, 0.00, -2.52
2.46, -2.38, -2.37
2.43, -0.00, 0.03
5.00, -2.40, -0.03
4.88, 0.10, -2.54
-7.46, 2.48, -2.50
-7.40, 4.92, -0.01
-4.92, 2.46, 0.04
-4.89, 4.89, -2.43
-2.54, 2.53, -2.56
-2.46, 5.01, 0.04
-0.03, 2.40, -0.06
-0.06, 4.87, -2.32
2.46, 2.33, -2.43
2.56, 5.01, 0.03
4.97, 2.49, -0.04
4.92, 4.89, -2.51
-7.40, -7.42, 2.49
-7.35, -4.94, 4.91
-4.94, -7.48, 4.89
-4.95, -4.88, 2.47
-2.46, -7.34, 2.45
-2.49, -4.90, 4.99
0.01, -7.47, 5.01
0.06, -4.94, 2.50
2.49, -7.42, 2.44
2.38, -4.93, 4.94
4.97, -7.38, 4.88
4.91, -4.93, 2.43
-7.37, -2.49, 2.48
-7.36, -0.04, 5.01
-4.91, -2.47, 4.90
-4.95, 0.02, 2.44
-2.49, -2.40, 2.43
-2.51, -0.02, 4.92
0.07, -2.48, 4.88
-0.04, -0.07, 2.37
2.49, -2.51, 2.47
2.44, 0.10, 4.93
4.85, -2.43, 4.93
4.88, 0.02, 2.51
-7.40, 2.56, 2.52
-7.40, 4.88, 4.93
-4.84, 2.38, 4.91
-4.92, 4.87, 2.36
-2.54, 2.34, 2.53
-2.47, 4.87, 4.89
-0.00, 2.48, 5.00
0.04, 4.91, 2.45
2.44, 2.38, 2.53
2.45, 4.87, 4.91
4.89, 2.47, 4.94
4.99, 5.05, 2.43
 
-7.48, -7.39, -7.40
-7.45, -4.78, -4.89
-4.88, -7.41, -4.84
-5.00, -4.83, -7.34
-2.48, -7.42, -7.37
-2.43, -4.96, -4.96
0.04, -7.44, -4.93
-0.10, -4.86, -7.43
2.53, -7.38, -7.46
2.49, -4.90, -4.98
4.83, -7.47, -4.85
4.87, -5.00, -7.42
-7.48, -2.43, -7.41
-7.39, -0.02, -4.95
-4.94, -2.46, -4.91
-4.85, 0.02, -7.33
-2.36, -2.41, -7.44
-2.43, -0.01, -4.89
0.02, -2.47, -4.85
-0.02, -0.01, -7.43
2.46, -2.54, -7.44
2.53, -0.06, -4.94
5.00, -2.47, -4.91
4.89, 0.02, -7.39
-7.39, 2.42, -7.36
-7.30, 4.85, -4.96
-4.82, 2.41, -4.93
-4.92, 4.99, -7.45
-2.53, 2.44, -7.43
-2.49, 5.02, -4.81
0.04, 2.42, -4.92
0.04, 4.90, -7.39
2.50, 2.53, -7.38
2.36, 4.85, -4.95
4.97, 2.51, -4.91
4.98, 4.97, -7.37
-7.42, -7.37, -2.44
-7.32, -4.90, -0.01
-4.91, -7.50, -0.03
-4.88, -4.84, -2.47
-2.53, -7.43, -2.56
-2.38, -4.85, -0.06
0.08, -7.37, -0.02
-0.01, -4.96, -2.51
2.48, -7.36, -2.45
2.36, -4.86, -0.02
4.87, -7.30, 0.01
5.04, -4.99, -2.46
-7.44, -2.38, -2.45
-7.41, -0.00, 0.05
-4.88, -2.44, -0.00
-4.87, 0.11, -2.46
-2.49, -2.56, -2.35
-2.54, 0.01, 0.00
-0.00, -2.46, -0.03
0.03, 0.00, -2.52
2.46, -2.38, -2.37
2.43, -0.00, 0.03
5.01, -2.39, -0.03
4.88, 0.10, -2.54
-7.46, 2.48, -2.51
-7.40, 4.92, -0.02
-4.92, 2.46, 0.04
-4.89, 4.88, -2.42
-2.54, 2.53, -2.56
-2.45, 5.02, 0.04
-0.04, 2.40, -0.07
-0.07, 4.86, -2.30
2.46, 2.32, -2.43
2.57, 5.02, 0.03
4.98, 2.49, -0.04
4.92, 4.89, -2.51
-7.40, -7.42, 2.49
-7.34, -4.94, 4.90
-4.94, -7.49, 4.89
-4.95, -4.88, 2.47
-2.46, -7.33, 2.44
-2.49, -4.90, 4.99
0.01, -7.48, 5.02
0.06, -4.94, 2.50
2.49, -7.43, 2.44
2.37, -4.93, 4.94
4.97, -7.38, 4.88
4.91, -4.93, 2.42
-7.37, -2.49, 2.49
-7.36, -0.04, 5.02
-4.91, -2.47, 4.90
-4.95, 0.02, 2.44
-2.50, -2.39, 2.43
-2.52, -0.02, 4.92
0.07, -2.48, 4.88
-0.04, -0.07, 2.36
2.50, -2.51, 2.47
2.43, 0.11, 4.94
4.84, -2.43, 4.93
4.88, 0.02, 2.52
-7.40, 2.56, 2.53
-7.41, 4.88, 4.93
-4.84, 2.37, 4.91
-4.92, 4.86, 2.36
-2.54, 2.33, 2.53
-2.47, 4.86, 4.89
-0.00, 2.48, 5.01
0.04, 4.90, 2.45
2.44, 2.38, 2.53
2.45, 4.86, 4.91
4.88, 2.47, 4.94
4.99, 5.06, 2.43
 
-7.48, -7.39, -7.41
-7.46, -4.76, -4.89
-4.87, -7.41, -4.83
-5.00, -4.82, -7.34
-2.48, -7.42, -7.37
-2.43, -4.96, -4.96
0.04, -7.44, -4.93
-0.11, -4.86, -7.44
2.53, -7.38, -7.46
2.49, -4.90, -4.98
4.82, -7.47, -4.84
4.87, -5.01, -7.43
-7.49, -2.43, -7.42
-7.39, -0.02, -4.96
-4.94, -2.46, -4.90
-4.85, 0.02, -7.33
-2.36, -2.40, -7.44
-2.43, -0.01, -4.89
0.02, -2.47, -4.84
-0.02, -0.01, -7.44
2.46, -2.55, -7.44
2.54, -0.06, -4.94
5.01, -2.47, -4.91
4.89, 0.02, -7.39
-7.40, 2.42, -7.35
-7.30, 4.84, -4.97
-4.81, 2.41, -4.93
-4.92, 4.99, -7.45
-2.54, 2.44, -7.44
-2.50, 5.03, -4.80
0.05, 2.42, -4.92
0.04, 4.89, -7.39
2.50, 2.53, -7.38
2.36, 4.85, -4.95
4.97, 2.51, -4.91
4.98, 4.97, -7.37
-7.43, -7.37, -2.44
-7.31, -4.90, -0.01
-4.91, -7.51, -0.03
-4.88, -4.83, -2.47
-2.53, -7.44, -2.57
-2.37, -4.85, -0.06
0.09, -7.37, -0.03
-0.01, -4.97, -2.51
2.48, -7.36, -2.44
2.35, -4.86, -0.02
4.87, -7.29, 0.01
5.05, -4.99, -2.46
-7.45, -2.38, -2.45
-7.41, -0.00, 0.05
-4.88, -2.43, -0.00
-4.86, 0.12, -2.46
-2.49, -2.57, -2.35
-2.54, 0.01, 0.00
-0.00, -2.46, -0.03
0.03, 0.00, -2.53
2.46, -2.37, -2.36
2.43, -0.00, 0.03
5.02, -2.38, -0.04
4.87, 0.11, -2.55
-7.47, 2.48, -2.51
-7.41, 4.92, -0.02
-4.92, 2.46, 0.05
-4.88, 4.88, -2.42
-2.55, 2.54, -2.57
-2.45, 5.02, 0.05
-0.04, 2.39, -0.07
-0.07, 4.86, -2.29
2.46, 2.31, -2.43
2.58, 5.03, 0.03
4.98, 2.49, -0.04
4.91, 4.88, -2.52
-7.40, -7.43, 2.49
-7.34, -4.94, 4.90
-4.94, -7.50, 4.88
-4.95, -4.87, 2.47
-2.46, -7.33, 2.44
-2.49, -4.90, 5.00
0.02, -7.49, 5.02
0.07, -4.94, 2.51
2.49, -7.43, 2.44
2.37, -4.93, 4.94
4.97, -7.38, 4.87
4.91, -4.93, 2.42
-7.37, -2.49, 2.49
-7.36, -0.04, 5.02
-4.91, -2.47, 4.89
-4.96, 0.02, 2.43
-2.50, -2.38, 2.42
-2.52, -0.02, 4.92
0.08, -2.48, 4.87
-0.05, -0.08, 2.36
2.50, -2.52, 2.47
2.43, 0.12, 4.94
4.84, -2.42, 4.93
4.87, 0.02, 2.52
-7.40, 2.57, 2.53
-7.41, 4.88, 4.93
-4.83, 2.37, 4.91
-4.92, 4.86, 2.35
-2.55, 2.32, 2.54
-2.47, 4.86, 4.88
-0.00, 2.48, 5.02
0.05, 4.90, 2.45
2.44, 2.37, 2.54
2.44, 4.86, 4.91
4.88, 2.47, 4.94
5.00, 5.07, 2.42
 
-7.49, -7.39, -7.41
-7.46, -4.75, -4.89
-4.87, -7.41, -4.82
-5.01, -4.82, -7.33
-2.48, -7.42, -7.36
-2.42, -4.96, -4.96
0.04, -7.45, -4.93
-0.12, -4.85, -7.44
2.54, -7.38, -7.47
2.49, -4.90, -4.98
4.81, -7.48, -4.84
4.86, -5.01, -7.43
-7.49, -2.42, -7.42
-7.40, -0.02, -4.96
-4.94, -2.46, -4.90
-4.84, 0.02, -7.32
-2.35, -2.40, -7.45
-2.43, -0.01, -4.89
0.02, -2.47, -4.83
-0.02, -0.01, -7.44
2.46, -2.55, -7.45
2.54, -0.07, -4.94
5.02, -2.47, -4.91
4.89, 0.02, -7.38
-7.40, 2.42, -7.35
-7.29, 4.83, -4.97
-4.80, 2.40, -4.94
-4.92, 5.00, -7.46
-2.54, 2.44, -7.44
-2.50, 5.03, -4.79
0.05, 2.42, -4.92
0.04, 4.89, -7.39
2.50, 2.54, -7.38
2.35, 4.84, -4.95
4.97, 2.52, -4.91
4.98, 4.97, -7.37
-7.43, -7.37, -2.44
-7.31, -4.89, -0.01
-4.91, -7.52, -0.04
-4.88, -4.82, -2.47
-2.54, -7.44, -2.57
-2.36, -4.84, -0.07
0.09, -7.37, -0.03
-0.01, -4.97, -2.51
2.48, -7.35, -2.44
2.34, -4.85, -0.02
4.86, -7.28, 0.01
5.06, -5.00, -2.46
-7.45, -2.37, -2.45
-7.41, -0.00, 0.06
-4.88, -2.43, -0.00
-4.86, 0.13, -2.46
-2.49, -2.57, -2.34
-2.55, 0.01, 0.00
-0.00, -2.46, -0.03
0.03, 0.00, -2.53
2.46, -2.36, -2.35
2.43, -0.00, 0.03
5.02, -2.38, -0.04
4.87, 0.12, -2.56
-7.48, 2.48, -2.51
-7.41, 4.92, -0.02
-4.92, 2.46, 0.05
-4.88, 4.88, -2.42
-2.56, 2.54, -2.58
-2.45, 5.03, 0.05
-0.04, 2.39, -0.08
-0.08, 4.85, -2.28
2.46, 2.30, -2.42
2.59, 5.04, 0.04
4.98, 2.49, -0.04
4.91, 4.88, -2.52
-7.40, -7.43, 2.49
-7.33, -4.94, 4.90
-4.94, -7.51, 4.88
-4.96, -4.87, 2.47
-2.46, -7.33, 2.44
-2.50, -4.89, 5.00
0.02, -7.49, 5.03
0.07, -4.94, 2.51
2.49, -7.43, 2.44
2.36, -4.93, 4.94
4.98, -7.38, 4.87
4.90, -4.93, 2.42
-7.37, -2.49, 2.49
-7.36, -0.05, 5.03
-4.91, -2.47, 4.89
-4.96, 0.02, 2.43
-2.50, -2.38, 2.42
-2.53, -0.03, 4.92
0.08, -2.49, 4.87
-0.05, -0.08, 2.35
2.50, -2.52, 2.47
2.43, 0.13, 4.94
4.83, -2.42, 4.93
4.87, 0.02, 2.53
-7.40, 2.58, 2.54
-7.41, 4.87, 4.93
-4.82, 2.36, 4.91
-4.92, 4.86, 2.34
-2.55, 2.31, 2.54
-2.47, 4.86, 4.88
-0.00, 2.48, 5.02
0.05, 4.90, 2.44
2.44, 2.36, 2.54
2.44, 4.85, 4.91
4.88, 2.47, 4.94
5.00, 5.08, 2.42
 
-7.50, -7.39, -7.41
-7.47, -4.74, -4.88
-4.87, -7.42, -4.81
-5.01, -4.81, -7.33
-2.48, -7.43, -7.36
-2.42, -4.96, -4.96
0.05, -7.45, -4.93
-0.12, -4.85, -7.44
2.54, -7.38, -7.47
2.49, -4.90, -4.99
4.80, -7.49, -4.83
4.86, -5.02, -7.43
-7.50, -2.42, -7.42
-7.40, -0.02, -4.96
-4.95, -2.46, -4.90
-4.84, 0.02, -7.32
-2.34, -2.39, -7.45
-2.43, -0.02, -4.89
0.02, -2.47, -4.83
-0.03, -0.01, -7.45
2.46, -2.56, -7.45
2.55, -0.07, -4.94
5.02, -2.47, -4.91
4.89, 0.02, -7.38
-7.40, 2.42, -7.35
-7.29, 4.83, -4.97
-4.80, 2.40, -4.94
-4.92, 5.00, -7.46
-2.55, 2.44, -7.44
-2.50, 5.04, -4.78
0.05, 2.41, -4.92
0.05, 4.89, -7.39
2.51, 2.55, -7.38
2.34, 4.84, -4.96
4.98, 2.52, -4.91
4.99, 4.98, -7.36
-7.43, -7.37, -2.43
-7.30, -4.89, -0.01
-4.91, -7.53, -0.04
-4.87, -4.82, -2.47
-2.54, -7.45, -2.58
-2.36, -4.84, -0.07
0.10, -7.37, -0.03
-0.01, -4.97, -2.52
2.48, -7.35, -2.44
2.34, -4.84, -0.02
4.86, -7.28, 0.02
5.07, -5.00, -2.46
-7.46, -2.36, -2.45
-7.42, -0.00, 0.06
-4.87, -2.43, -0.00
-4.85, 0.14, -2.46
-2.49, -2.58, -2.33
-2.55, 0.01, 0.00
-0.00, -2.46, -0.03
0.03, 0.00, -2.54
2.46, -2.36, -2.35
2.42, -0.00, 0.04
5.03, -2.37, -0.04
4.86, 0.13, -2.56
-7.48, 2.48, -2.52
-7.41, 4.92, -0.02
-4.92, 2.45, 0.05
-4.88, 4.87, -2.42
-2.56, 2.55, -2.59
-2.45, 5.04, 0.05
-0.04, 2.38, -0.08
-0.08, 4.85, -2.27
2.46, 2.28, -2.42
2.59, 5.04, 0.04
4.99, 2.50, -0.05
4.91, 4.88, -2.53
-7.40, -7.43, 2.50
-7.33, -4.94, 4.90
-4.94, -7.51, 4.88
-4.96, -4.86, 2.47
-2.46, -7.32, 2.44
-2.50, -4.89, 5.01
0.02, -7.50, 5.04
0.08, -4.94, 2.51
2.49, -7.43, 2.43
2.35, -4.93, 4.94
4.98, -7.38, 4.87
4.90, -4.93, 2.42
-7.37, -2.49, 2.49
-7.35, -0.05, 5.04
-4.91, -2.47, 4.89
-4.96, 0.03, 2.43
-2.50, -2.37, 2.42
-2.53, -0.03, 4.92
0.09, -2.49, 4.86
-0.06, -0.09, 2.34
2.51, -2.52, 2.47
2.43, 0.14, 4.94
4.82, -2.42, 4.93
4.87, 0.03, 2.53
-7.40, 2.59, 2.54
-7.41, 4.87, 4.93
-4.82, 2.35, 4.91
-4.92, 4.85, 2.33
-2.56, 2.30, 2.55
-2.47, 4.85, 4.88
-0.00, 2.48, 5.03
0.05, 4.90, 2.44
2.43, 2.36, 2.55
2.44, 4.85, 4.90
4.88, 2.47, 4.94
5.01, 5.09, 2.42
 
-7.50, -7.39, -7.41
-7.47, -4.73, -4.88
-4.86, -7.42, -4.81
-5.02, -4.80, -7.32
-2.48, -7.43, -7.36
-2.42, -4.97, -4.97
0.05, -7.46, -4.93
-0.13, -4.84, -7.45
2.55, -7.38, -7.48
2.49, -4.90, -4.99
4.79, -7.49, -4.82
4.86, -5.02, -7.43
-7.51, -2.42, -7.42
-7.40, -0.02, -4.96
-4.95, -2.46, -4.90
-4.83, 0.02, -7.31
-2.33, -2.39, -7.46
-2.42, -0.02, -4.88
0.03, -2.47, -4.82
-0.03, -0.01, -7.45
2.46, -2.57, -7.45
2.56, -0.07, -4.95
5.03, -2.48, -4.91
4.88, 0.02, -7.38
-7.40, 2.41, -7.35
-7.28, 4.82, -4.98
-4.79, 2.40, -4.94
-4.92, 5.01, -7.47
-2.55, 2.43, -7.45
-2.50, 5.05, -4.77
0.06, 2.41, -4.92
0.05, 4.89, -7.39
2.51, 2.55, -7.38
2.33, 4.83, -4.96
4.98, 2.52, -4.91
4.99, 4.98, -7.36
-7.43, -7.36, -2.43
-7.30, -4.89, -0.01
-4.91, -7.54, -0.04
-4.87, -4.81, -2.47
-2.55, -7.45, -2.59
-2.35, -4.83, -0.08
0.11, -7.37, -0.03
-0.02, -4.98, -2.52
2.48, -7.35, -2.44
2.33, -4.84, -0.03
4.85, -7.27, 0.02
5.08, -5.01, -2.46
-7.46, -2.36, -2.45
-7.42, -0.00, 0.06
-4.87, -2.43, -0.00
-4.85, 0.14, -2.46
-2.49, -2.59, -2.32
-2.56, 0.01, 0.01
-0.00, -2.46, -0.03
0.03, 0.00, -2.54
2.46, -2.35, -2.34
2.42, -0.00, 0.04
5.04, -2.37, -0.04
4.86, 0.14, -2.57
-7.49, 2.48, -2.52
-7.41, 4.92, -0.02
-4.92, 2.45, 0.06
-4.87, 4.87, -2.41
-2.57, 2.55, -2.59
-2.45, 5.05, 0.06
-0.05, 2.38, -0.09
-0.09, 4.84, -2.25
2.46, 2.27, -2.42
2.60, 5.05, 0.04
4.99, 2.50, -0.05
4.91, 4.87, -2.53
-7.40, -7.43, 2.50
-7.33, -4.94, 4.90
-4.94, -7.52, 4.88
-4.96, -4.86, 2.47
-2.46, -7.32, 2.44
-2.50, -4.89, 5.01
